author,text,date,likes,video_title
@siskaaleminaginting1538,Suara cempreng review ga jelas,2025-10-14T11:23:23Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@ScorpionSwiftie,"Mirip albumnya Taylor swift koh, The life of a Showgirl 🧡",2025-10-14T05:30:52Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@YaalaAbrisam,29:00 mungkin ini karena zoom nya cropan dari wide cameranya bang,2025-10-13T22:07:03Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@dodddfrrr,"jujur ga suka model 17 pro,, aneh banget,, wkwkwk
mending 16 pro or 17 aja sihhh",2025-10-13T19:00:38Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@harisk2190,Bagus,2025-10-13T18:53:49Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@dyasCh.,"Bang David, coba bandingin iPhone 17 sama iPhone 16 pro bang...",2025-10-13T12:36:15Z,1,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@altariervan4184,Thanks infonya bang. Apple udh berubah sejak jobs mangkat. Saatnya beralih ke S Ultra gk sih 🙂,2025-10-13T10:31:49Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@Novia1989-x6v,Aq jatuh pada 17 pro max biru tua  tp mendingan dr pada warna oranye tp masih kurang puas sm warna nya pengen ungu,2025-10-13T01:50:03Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@Walkingwithly,Harusnya satu lg beli iphone Air bang mau liat ih,2025-10-13T01:41:55Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@cieprutndaslanky,Alhamdulillah sudah kebeli.,2025-10-12T20:09:55Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@aidilputra4972,"Terserah mau di katain kaum mendang mending, tp jujur design IP 17 DAN 17 AIR bnr² kocak menurut ku,. Dan aku paling suka design IP camera boba dan layar poni nya , sekalipun menutupi layar tp aku paling suka ketimbang android yg bulet atau punchole",2025-10-12T18:31:49Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@ryuga07gaming,Setelah iphone 17 brand sebelah bakal ngeluarin S26,2025-10-12T16:04:39Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@muhammadalaidinsyah,"Ada yg mau beli 15 base model gua gak? Blue 128gb BH 94%. Baru dipake 6 bulan, plus garansi  qoala 2 tahun sepaket sama pembeliannya waktu itu. Masih full box, ambil stiker2 nya sekalian kan susah noh skrg udah gaada stiker lagi. Di 9,8jt net. Kalo kata ci mehong mah yg mau2 aja.",2025-10-12T15:39:46Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@Pauzi125,Saya pengguna 16 pro max desainnya masih bagus tapi kalau 17 letak kameranya makin ngawur😂😂,2025-10-12T15:08:56Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@antonioant0n67,kalau menurut saya 16 pro lebih unggul dari kameranya dibanding 17 pro..,2025-10-12T12:30:17Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@neta-f4w,Wah iphone 17 pro max buat adik saya itu hehe,2025-10-12T07:06:38Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@stroberryy,Bagusan yg dari china apa amerika bang,2025-10-12T05:18:23Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@MutiaraUti-j4r,25:04 ke poco,2025-10-12T04:52:35Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@MahendraSuteja,Vid kira2 hp lo apa ya ?,2025-10-11T17:37:19Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@M.AlfinoPandu-l9j,Bang unboxing hp Infinix smart 10 bang,2025-10-11T14:20:04Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@alimalco,Malah jadi jelek design camerax  mirip Poco sich,2025-10-11T12:46:06Z,1,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@fitri_lee,silahkan diperdebatkan wkwkwk,2025-10-11T12:44:54Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@alimalco,17 pro /max model camera beda dari sblm2x.,2025-10-11T12:36:19Z,1,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@crispandosaragih,"klo negara Indonesia ini di bagi beberapa negara GK usah bnyak ,cukup 3 negara aja pasti rakyat sejahtera",2025-10-11T10:48:19Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@Biru_official13,"Tabmelnya harus mendefinisikan riview dong bro kalau menurut gue 👍😎 

Jangan tubmel Clickbait aja 😭",2025-10-11T09:22:16Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@xiao-m1b,Hp yang di agung agung kan netizen Konoha,2025-10-11T04:21:13Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@HadiGear29Fox,bentukan hape nya udah kayak android. JELEK,2025-10-11T00:10:34Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@Kusnadianak-rantau,Tetep 16 sih,2025-10-10T14:23:58Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@WatiDarma-d6f,Lama2 iphone design nya kyk hp china,2025-10-10T13:59:31Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@aksa66,"jadi mending 16 pro atau 17 base model guys? bingung bjir, harganya gak jauh beda juga",2025-10-10T11:55:36Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@alonalavidi,"Bang, bandingin 17 basic sama 16 pro dong. Aku bingung ini, mending yang mana. Makasih.",2025-10-10T08:12:01Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@AAKAMEWAANSKIMASJAI,Masih nyaman sama seri sebelumnya karena lebih kalem simple elegan dan fitur gak kalah telak 😂😂😂😂,2025-10-10T03:42:55Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@bergiatlban7594,"BG,sekali sekali bikin dong intronya biar estetik aj,massa intronya AI GUYS DAVID DISINI,bosan banget dengernya",2025-10-10T02:19:26Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@adechanel0267,ka coba review xiomi 17 pro dan pro max,2025-10-09T16:09:44Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@IndraRamadan-nf1fu,bazelnya bahas bang dari keduanya,2025-10-09T16:06:09Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@Detrisnaa,Suatu saat pasti tenggelam,2025-10-09T16:02:17Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@nicoboy1743,Kamera lebih oke 16 ternyata,2025-10-09T15:06:54Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@BahamutNo.1,Xiaomi 17promax bang tolong di review 😅,2025-10-09T09:47:57Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@warofnet5469,bang dapit tinggal dimana kok dikit dikit di palak (eh di pajak),2025-10-09T06:47:40Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@maee1,"saya suka suka aja, terlihat lebih keren 17promax dibanding ip 16",2025-10-08T23:06:35Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@mariaf2087,"Designya aneh yg pro ga estetik ga kelihatan luxury sama sekali
Beli hp poco aja lah 😂
Samsung dan android lain msh menang klo design",2025-10-08T20:50:32Z,1,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@desirosdianasari,Makin sini makin yakin kalo hp dengan kamera kecil2 itu udh paling nyaman. Menurutku. Aku ttp setia dng oppo reno 2f. Sesuai kebutuhan sih. Sosmedan aja udh cukup nih hp sm foto2in bocil,2025-10-08T18:26:24Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@rusticmac,Review tesla pi phone bang,2025-10-08T16:46:22Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@STLE889,"Thank you gadgetin... Makin yakin beli yg 16 aja, harga udah turun, kamera gw anggep lebih bagus (selera)",2025-10-08T15:06:37Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@pasetyoplafonbajaringan7395,Belum mampu...kalo dipaksain bisa sih..tapi mentingin buat investasi dulu😂karena profesiku kuli bangunan,2025-10-08T14:44:33Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@YutaWatanabe-p9r,"Buat Fanboy denial yang dulu ngekeuh Iphone base gk butuh 120 Hz, tolong jangan beli Iphone base seri 17 ke atas ya kalian. Nikmati aja 60 Hz kalian itu, kan kalian bilang katanya gk butuh itu 😂. Iphone 17 series ke atas cuma buat Fanboy waras dan user lainnya. Awas kemakan ludah sendiri. 😂😂😂",2025-10-08T13:05:00Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@lanlunaja,Beli ip15 basic skrng worth it ga ya ?,2025-10-08T05:05:52Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@KristianjaauDwiatma,Mas kapan ngonten hp oneplus 15 sand dunes.,2025-10-08T02:40:09Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@ruparupachannel8929,"Tim nonton ajah😅

Saya bertahan di ip 15 base model,,cos perdana ni ip pertama saya dalam hidup ni,,
Semoga awet❤",2025-10-07T18:35:07Z,2,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@ajicips3233,Ke inget Nokia N8 gw dlu warna oren 😢...,2025-10-07T18:28:49Z,1,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@AbanChenel,Masih pengguna 7 plus hadir,2025-10-07T11:54:15Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@alhafzhhh,buat series ipon paling worthit setelah ip 17 keluar bang,2025-10-07T11:31:14Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@jokosulistyanto5574,"Somai 17 promag mana nih 
Katanya aipon killer",2025-10-07T09:56:23Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@irmanuraini9686,"gapernah skip iklan , nungguin rekomendasi hp akhir tahun atau buat lebaran nanti😊",2025-10-07T06:06:02Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@Hunna_Na,Menunggu review Tesla Pi phone,2025-10-07T04:21:41Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@GachaOfficialll,"bang, emang bener Tesla mau adain smart phone?",2025-10-07T02:23:37Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@Marko_william,Yang paling ku suka dari update iphone 17 reguler itu yang dari 60hz ke 120hz,2025-10-07T01:39:21Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@Marko_william,Bang menurut mu iphone cocoknya di bandingkan sama hp apa? samsung S ultra kah?,2025-10-07T01:37:34Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@customcasindo6620,Sementara itu Android udah melesat ke 144Hz 🤣,2025-10-06T23:31:36Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@MRHHH12,"jujur bimbang banget mau beli ip 17 biasa atau 17 pm, soalnya mau sekali sekali upgrade ke ip, bosen banget pake samsung",2025-10-06T20:37:11Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@dwiriyadhi,review xiaomi 17 pro bang,2025-10-06T18:13:13Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@wahyudian1146,yg 17 pro desainya kyak hp 2 jutaan mlah bagusan desain 16 pro,2025-10-06T17:14:28Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@Riady03,munkin biar mirip toko oren tau kan apa .??,2025-10-06T16:43:53Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@Pepadaan.Entertaiment,Mamtap,2025-10-06T13:13:24Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@terenarazor3241,"JANGAN BELI PRODUK DI STUDIO PONSEL, SOALNYA KALO BARANG MASALAH MEREKA LEPAS TANGAN. Kronologinya saya beli Ipad pro di tanggal 28 september , di tanggal 5 oktober hari minggu hp kena death pixel, saya komplain lah ke pihak penjual kalau ipad saya kena death pixel, apakah bisa di garansi atau engga soalnya mrk menyediakan garansi toko 7 hari, nah pas hp saya rusak di hari ke 7 harusnya bisa dong claim garansi toko tpi saya ngajukan claimnya pas di hari minggu pas pelayannya tutup. singkat cerita baru dibales lah di hari senin tanggal 6 oktober, pihak toko menolak claim garansi toko karena udh lewat 8 hari dari tangga 28 pas barang sampai, udh begitu cara bicaranya muter muter g ada solusi sama sekali yang ujung ujungnya disuruh claim garansi apple ya sama aja bohong ngapain saya harus chat panjang lebar kalo ujung ujungnya g bisa, di chat juga cuman read centang biru",2025-10-06T12:18:21Z,2,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@omimoel235,"Kesimpulan sederhana saya :
1. Sebab teknologi Apple tidak serevolusioner dulu adalah karena tidak ada steve jobs (meninggal).
2. Sebab desain Apple tidak serevolusioner dulu adalah karena tidak ada Jonathan Paul Ive (resign dan sekarang jadi konsultan open AI).
3. Sebab material Apple sekarang ringkih adalah karena Tim Cook memakai material yang murah tapi disulap kualitasnya sama dengan yang mahal. Sulap tapi menghabiskan biaya besar untuk R&D. Pendapatan besar tapi laba bersih kecil.
4. Kandidat ceo masa depan Apple adalah John Ternus dia ahli hardware. Mungkin saat jadi ceo, kualitas hardware Apple bagus tapi mungkin harganya akan lebih mahal karena tidak memiliki kemampuan efisiensi sebagus Tim Cook.
5. Sebab soc apple hemat daya adalah karena struktur soc nya lebih banyak e-core (efisien) daripada p-core (performance).",2025-10-06T11:35:56Z,3,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@antaniahanjani8350,itu made in apa bang,2025-10-06T09:37:05Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@adittianyakgaya1601,16 pro sih ❤,2025-10-06T04:28:37Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@citfinixcitfinix,nonton ini pakai inf hot 60 pro plus sambil ngemil 😊,2025-10-06T01:42:47Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@DediSugiarto-r6r,Bang review Xiaomi 17 pro dong,2025-10-06T00:20:07Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@masna2ng,diketawain poco versi 17 pro seriesnya hehe,2025-10-05T16:29:31Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@rendy.0857,xiaomi 17 pro max,2025-10-05T10:13:43Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@achmadakbari601,"masih pake iphone 13 dan masih bisa ngikutin ios 26 dengan theme yg crystal clear itu, jadi berasa hp baru hahahaha",2025-10-05T09:41:25Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@jiminshii26,"Nabung 6 bulan buat beli iphone, tp masih bingung mau beli ip yg mana",2025-10-05T09:35:07Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@Andhiniac,review MI 17 pro max sekalian baanng,2025-10-05T06:31:52Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@wibi9424,"gk ada review poco 17 kah? cuma pengen tau pendapat David, beserta perbandingan ke hp lain",2025-10-05T01:15:34Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@abi-z8t9e,"bagusan warna light blue, green, apa lavender yaa?",2025-10-04T22:29:10Z,1,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@ardiannew1513,Bangg bahas kamera iphone 14 pro bang,2025-10-04T16:09:49Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@Virals2Virals,Saya nonton vid ini masih pake IP 5,2025-10-04T15:23:13Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@syahrullah8668,Tim nonton tak mampu beli ayo kumpul dimari😂,2025-10-04T13:17:28Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@daditrisianto9260,Pajaknya ngeselin 😂😂,2025-10-04T10:42:55Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@rivansovian2227,Salam semua sehat selamat sukses sejahtera selalu.❤🙏🇲🇨,2025-10-04T08:02:31Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@ryaniseverywhere,"ini ga ada upgrade lain selain desain, kamera sama processor??",2025-10-04T05:03:36Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@van2050,"5 atau 6 tahun lagi,  aku akan beli hp ini bang😂",2025-10-04T04:40:28Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@567AyAy,Yang kamera ada 2 orang otomatis jauh di Redmi Note 14 juga bisa 😁,2025-10-04T02:18:20Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@RonaldSugianto1996,Xiaomi 17 pro max dong,2025-10-04T01:23:15Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@hotthread4403,"Teknologi hp udah mentok, yg di upgrade sekarang ya itu2 aja,.jadi beli iPhone sekarang emang udah cuma  beli BUAH di hp",2025-10-03T17:46:27Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@Berasmerah555,Positive thinking mungkin beliau beli lewat seller jastip yang harga retailnya lebih mahal +  biaya bea cukainya yang ditotal hampir 30 juta.,2025-10-03T15:56:51Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@mreshadiptahalim315,"Menurut saya kamera lebih natural yg 16pro denk,..
Selera sih jatohnya...",2025-10-03T15:29:38Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@rungkad-e1b,iPhone Sage jadi sage aku liatnya,2025-10-03T12:45:26Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@oktavianusrooselvelt5366,17 pro mirip2 designnya google pixel yg dl design belakangnya dual tone gt bng,2025-10-03T08:09:22Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@BraveKnight999,Alhamdulillah HP mid range sudah bisa 120hz,2025-10-03T07:54:31Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@___ubaidd,"Gatau knp, review yg ini Aku ngakak 😅🤭",2025-10-03T07:36:51Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@CookiesGaming1,"Sejelek Apapun IP dimata fanboy tetap aja dibela, padahal klo dikritik terus pada ga beli bisa aja membuat apple memberikan yg jauh lebih baik😂",2025-10-03T07:06:18Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@enakseger9272,Tim beli doank kaga nonton ☝️😅,2025-10-03T06:56:36Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@iamyours9,"19:43 Dari ketiga warna Ip 17 Pro, aku malah lebih suka sama warna Orange ini. Kayak jarang banget Hp punya warna seberani ini. 😂  langsung WOW pas ngeliat kali pertama di iklan.",2025-10-03T06:55:18Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@andraardy4104,Bang adu camera sama Huawei kek nya seru banget tuh,2025-10-03T06:46:07Z,2,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@Aicontents-k7n,Grafiknya di 👑 𝐁𝐄𝐌𝟒𝐃 👑 keren abis! Gameplaynya juga seru!,2025-10-03T05:08:34Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@ahmmedsiyam956,"Konten berkualitas tinggi, standar 💎 𝐁𝐄𝐌𝟒𝐃 💎emang top!",2025-10-03T05:05:48Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@ColaxGamer-x6m,keren dan suka gimana ️👑 𝐁𝐄𝐌𝟒𝐃 👑selalu update,2025-10-03T05:00:28Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@GAUTAM_JII495,mantap bener 👑 𝐁𝐄𝐌𝟒𝐃 👑 tempat buat seru-seruan,2025-10-03T04:55:09Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@ateeqaaqeel9376,Grafiknya di 👑 𝐁𝐄𝐌𝟒𝐃 👑 keren abis! Gameplaynya juga seru!,2025-10-03T04:52:05Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@vaibahv_25,"Berkat👑 𝐁𝐄𝐌𝟒𝐃 👑 saya melesat, dari penjual kaki lima ke pengusaha restoran.",2025-10-03T04:51:20Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@sonalichakraborty5700,Grafiknya di 👑 𝐁𝐄𝐌𝟒𝐃 👑 keren abis! Gameplaynya juga seru!,2025-10-03T04:50:30Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@NeeruOfficial9,keren dan suka gimana ️👑 𝐁𝐄𝐌𝟒𝐃 👑selalu update,2025-10-03T04:50:30Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@bulukgameing,Grafiknya di 👑 𝐁𝐄𝐌𝟒𝐃 👑 keren abis! Gameplaynya juga seru!,2025-10-03T04:49:39Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@MKTChannel-ed5vd,Kerennya gak ada tandingan! 💎 𝐁𝐄𝐌𝟒𝐃 💎juga unik!,2025-10-03T04:44:24Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@agenttaek,sukses selalu 👑 𝐁𝐄𝐌𝟒𝐃 👑selalu bikin penasaran.,2025-10-03T04:37:21Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@upsc_gen1,Grafiknya di 👑 𝐁𝐄𝐌𝟒𝐃 👑 keren abis! Gameplaynya juga seru!,2025-10-03T04:31:52Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@Huzaifagaming281,Grafiknya di 👑 𝐁𝐄𝐌𝟒𝐃 👑 keren abis! Gameplaynya juga seru!,2025-10-03T04:24:29Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@fashionwithtyyaba,Grafiknya di 👑 𝐁𝐄𝐌𝟒𝐃 👑 keren abis! Gameplaynya juga seru!,2025-10-03T04:22:10Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@mohamedkhamiss7230,Grafiknya di 👑 𝐁𝐄𝐌𝟒𝐃 👑 keren abis! Gameplaynya juga seru!,2025-10-03T04:22:09Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@Animetoonworld2616,Klo menang di 🥇 𝐁𝐄𝐌𝟒𝐃 🏆 jgn lupa bagi2 temen2 nya !,2025-10-03T04:21:18Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@Дра́ко-крафт,"Konten berkualitas tinggi, standar 💎 𝐁𝐄𝐌𝟒𝐃 💎emang top!",2025-10-03T04:15:23Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@Funny_Channel_Offical,Grafiknya di 👑 𝐁𝐄𝐌𝟒𝐃 👑 keren abis! Gameplaynya juga seru!,2025-10-03T04:08:28Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@ashish9333,"Konten berkualitas tinggi, standar 💎 𝐁𝐄𝐌𝟒𝐃 💎emang top!",2025-10-03T04:08:18Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@sombraaja,"Bang, bahas Xiaomi 17 Pro Max",2025-10-03T01:56:14Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@anggurketan.00,miris liat harga pajaknya,2025-10-02T23:06:54Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@keturunanal-idrus318,Yes say no to iphone 17 pro,2025-10-02T22:38:54Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@DikiHeryanto-l2p,Beli hp kya beli kurupuk 😭😭,2025-10-02T16:27:55Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@buchehandred5868,Punya budget 11 juta mending ambil iphone 15 128gb atau xiaomi 15T PRO 1TB??,2025-10-02T15:46:56Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@NiaPutri-b6z,"Yang nonton tapi gx mampu beli 
Mana suaranya???",2025-10-02T15:31:11Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@dwizulpadhli4726,"Bang david, kalau saya beli di store china aman gak?",2025-10-02T15:04:26Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@HENDRILUKMANULHAKIM,Gk nyoba videonya,2025-10-02T14:30:08Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@heldidevofficial714,Pajak nya😢,2025-10-02T11:43:12Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@FajarShodiq-k2t,Baru kesampai an ip 8 aja,2025-10-02T10:50:32Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@umetv769,11:21,2025-10-02T10:41:51Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@Fanzix.03,Coba mi 17 pro,2025-10-02T08:45:30Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@2.irsaddulfikri365,bahas xiaomi 15t plisss,2025-10-02T08:13:45Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@chaesarmulyachaesarmulya,semahal itu ya iPhone? 😭,2025-10-02T07:02:10Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@AbiGanteng-r2k,Revew xiaomi 17 pro max bang,2025-10-02T07:00:52Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@el-ghifari2149,17 pro persi china bang mana,2025-10-02T06:14:51Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@JefriArdi-h7m,banyak pembahasan yg gak penting,2025-10-02T06:13:35Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@auliacahyaaa,nonton video ini pakai iphone 11,2025-10-02T05:22:19Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
@Yuniputrifareza29,Bang coba Xiaomi 17 dong,2025-10-02T05:16:25Z,0,Unboxing + tes fitur baru iPhone 17 &amp; iPhone 17 Pro!
